HexNotation,Hue,Saturation,Value,HueSpectrum,ValueSpectrum,SaturationSpectrum
#A5C9C6,174.8008515,25.72775787,78.643245,Green/Blue,light,Dull
#FF9FB9,343.8998031,100,79,Red/Purple,light,Brightest
#A9D3A4,112.6585805,35.43092712,80.798915,Yellow/Green,light,Dull
#A9D3A4,112.6585805,35.43092712,80.798915,Yellow/Green,light,Dull
#F78D84,4.558010757,88.92798051,70,Red,light,Brightest
#FB8F77,11.07504454,95.34600625,70.8,Red,light,Brightest
#C32019,2.176538702,76.60450746,42.5,Red,Mid-Value,Bright
#EF562E,12.26504358,85.79752698,57.331835,Red,Mid-Value,Brightest
#D25193,329.4285511,59.31764929,53.942914,Red/Purple,Mid-Value,Medium
#5A3727,18.39743269,39.12543195,27,Red/Orange,Dark,Dull
#E70025,350.2709829,100,48.488777,Red/Purple,Mid-Value,Brightest
#E70025,350.2709829,100,48.488777,Red/Purple,Mid-Value,Brightest
#EC5C7E,345.9696401,79.97215787,59.190361,Red/Purple,Mid-Value,Bright
#EC5C7E,345.9696401,79.97215787,59.190361,Red/Purple,Mid-Value,Bright
#C18E64,26.9637699,43.14629744,63.1,Red/Orange,light,Medium
#D72939,354.5540311,68.89907082,47.6,Red/Purple,Mid-Value,Bright
#E18CA9,339.195753,59.17191888,67.884298,Red/Purple,light,Medium
#D17001,31.96366754,98.94598335,57.422753,Orange,Mid-Value,Brightest
#FFB5B7,358.5173927,100,80.75075,Red/Purple,light,Brightest
#FFB5B7,358.5173927,100,80.75075,Red/Purple,light,Brightest
#00607A,192.7297176,100,36.360728,Green/Blue,Dark,Brightest
#FF6194,340.5506746,100,68.076657,Red/Purple,light,Brightest
#FF6194,340.5506746,100,68.076657,Red/Purple,light,Brightest
#FF81B0,337.3907645,100,75.2,Red/Purple,light,Brightest
#EAA6BD,339.9442396,61.86853712,75.249408,Red/Purple,light,Bright
#5DAAB4,187.1414534,37.12161049,65.4,Green/Blue,light,Dull
#7F7BA1,246.4570096,17.29795084,53.3,Blue,Mid-Value,Dullest
#C5CB84,65.69026739,40.9501386,80,Yellow,light,Dull
#983268,328.3716008,50.31166345,38,Red/Purple,Dark,Medium
#A162A2,298.8539255,25.7626649,50.829748,Purple,Mid-Value,Dull
#F9B37A,26.73971191,92.3022698,78.533252,Red/Orange,light,Brightest
#F9B37A,26.73971191,92.3022698,78.533252,Red/Orange,light,Brightest
#F6BA6F,33.29970844,88.49543686,79.619723,Orange,light,Brightest
#F6BA6F,33.29970844,88.49543686,79.619723,Orange,light,Brightest
#844F36,19.06033426,41.84872474,39.3,Red/Orange,Dark,Medium
#C4CF6F,66.93687988,50.6641425,80.758108,Yellow,light,Medium
#C4CF6F,66.93687988,50.6641425,80.758108,Yellow,light,Medium
#00759D,195.2494189,100,44.169834,Green/Blue,Mid-Value,Brightest
#C8BF7F,52.49536502,39.6235896,76.738785,Orange/Yellow,light,Dull
#16243A,216.5337998,44.62946031,14.170842,Green/Blue,Darkest,Medium
#F9A877,22.7680399,92.61120314,76,Red/Orange,light,Brightest
#74A1B8,200.336942,32.26495432,63.992257,Green/Blue,light,Dull
#74A1B8,200.336942,32.26495432,63.992257,Green/Blue,light,Dull
#75B5BC,186.2385067,34.69388475,69.91484,Green/Blue,light,Dull
#75B5BC,186.2385067,34.69388475,69.91484,Green/Blue,light,Dull
#003A67,205.9858118,100,23.7,Green/Blue,Dark,Brightest
#50A2A8,184.4767893,35.5365316,62.114371,Green/Blue,light,Dull
#50A2A8,184.4767893,35.5365316,62.114371,Green/Blue,light,Dull
#A1730E,41.14331081,83.53436745,51.9,Orange,Mid-Value,Brightest
#865C3A,26.98663323,39.31575904,42.968308,Red/Orange,Mid-Value,Dull
#865C3A,26.98663323,39.31575904,42.968308,Red/Orange,Mid-Value,Dull
#AEA59C,29.45283071,10.10469156,68.297103,Red/Orange,light,Dullest
#0F6892,199.5106491,81.05540474,41.4,Green/Blue,Mid-Value,Brightest
#D8C9B9,31.85863088,28.40299712,81.917092,Orange,Lightest,Dull
#D8C9B9,31.85863088,28.40299712,81.917092,Orange,Lightest,Dull
#BFA074,34.87868587,37.13932422,67.756597,Orange,light,Dull
#BFA074,34.87868587,37.13932422,67.756597,Orange,light,Dull
#E86235,15.32624696,79.71399149,58.360038,Red/Orange,Mid-Value,Bright
#E86235,15.32624696,79.71399149,58.360038,Red/Orange,Mid-Value,Bright
#D7BA90,35.35902453,47.24274062,77.174042,Orange,light,Medium
#D7BA90,35.35902453,47.24274062,77.174042,Orange,light,Medium
#F3D87E,46.41748335,83.05276945,87,Orange/Yellow,Lightest,Brightest
#A4BEBA,172.1227729,16.34121258,75.118593,Green/Blue,light,Dullest
#A4BEBA,172.1227729,16.34121258,75.118593,Green/Blue,light,Dullest
#B5132A,351.3862688,80.33743936,38.74651,Red/Purple,Dark,Bright
#B5132A,351.3862688,80.33743936,38.74651,Red/Purple,Dark,Bright
#F2D990,44.68526638,79.98052805,87.501108,Orange,Lightest,Bright
#F2D990,44.68526638,79.98052805,87.501108,Orange,Lightest,Bright
#BE8CAA,324.0008025,27.81203502,64,Red/Purple,light,Dull
#7858A2,265.8604935,29.39154962,43.825517,Blue,Mid-Value,Dull
#7858A2,265.8604935,29.39154962,43.825517,Blue,Mid-Value,Dull
#E5CE71,47.65083995,69.88370385,83,Orange/Yellow,Lightest,Bright
#9587AE,260.8198814,19.07088725,59,Blue,Mid-Value,Dullest
#B5AFBC,267.5163289,8.735514816,72.363667,Blue,light,Dullest
#B5AFBC,267.5163289,8.735514816,72.363667,Blue,light,Dullest
#F4CE4A,46.67188387,88.58471776,84,Orange/Yellow,Lightest,Brightest
#7F7141,45.91507804,32.20513259,48,Orange/Yellow,Mid-Value,Dull
#FF5E69,355.7180509,100,61.970142,Red/Purple,light,Brightest
#FF5E69,355.7180509,100,61.970142,Red/Purple,light,Brightest
#4586B0,203.3655652,43.67630734,53.72363,Green/Blue,Mid-Value,Medium
#4586B0,203.3655652,43.67630734,53.72363,Green/Blue,Mid-Value,Medium
#775643,21.97327335,28.02179325,39.622605,Red/Orange,Dark,Dull
#775643,21.97327335,28.02179325,39.622605,Red/Orange,Dark,Dull
#FF9BAD,348.6271358,100,78.142628,Red/Purple,light,Brightest
#FF9BAD,348.6271358,100,78.142628,Red/Purple,light,Brightest
#492577,266.1227002,52.06125755,24.049968,Blue,Dark,Medium
#F6732F,20.3568262,92.47878901,63.591245,Red/Orange,light,Brightest
#F6732F,20.3568262,92.47878901,63.591245,Red/Orange,light,Brightest
#C2212F,354.9688938,70.48365042,42.465975,Red/Purple,Mid-Value,Bright
#006245,162.6190045,100,34.832953,Green,Dark,Brightest
#A0A44F,62.72669322,34.95503085,65.586032,Yellow,light,Dull
#A0A44F,62.72669322,34.95503085,65.586032,Yellow,light,Dull
#B17C51,27.03515489,38.11018102,56.742991,Red/Orange,Mid-Value,Dull
#B17C51,27.03515489,38.11018102,56.742991,Red/Orange,Mid-Value,Dull
#94633F,25.29718054,39.83520805,46.6,Red/Orange,Mid-Value,Dull
#77AF70,113.7934985,28.56374384,66.573648,Yellow/Green,light,Dull
#04835C,161.5209446,92.88931402,48.375039,Green,Mid-Value,Brightest
#8BC0B5,167.7662454,29.98526556,74.1,Green,light,Dull
#3CA15B,138.6916669,45.52924792,59.274195,Green,Mid-Value,Medium
#3CA15B,138.6916669,45.52924792,59.274195,Green,Mid-Value,Medium
#84A4B9,203.2685101,27.61805646,66,Green/Blue,light,Dull
#005D55,175.3118552,100,34.598179,Green/Blue,Dark,Brightest
#8D2162,323.6903099,61.46380381,33.321522,Red/Purple,Dark,Bright
#FFA5B5,349.2234039,100,79.3,Red/Purple,light,Brightest
#392047,278.3368247,37.71268557,17.314302,Purple,Darkest,Dull
#84766E,22.90619759,9.067688831,51,Red/Orange,Mid-Value,Dullest
#44472B,66.55668252,24.48665992,29.245722,Yellow,Dark,Dull
#907565,22.43381498,17.62112365,51.5,Red/Orange,Mid-Value,Dullest
#005793,204.1514629,100,35.585174,Green/Blue,Dark,Brightest
#005793,204.1514629,100,35.585174,Green/Blue,Dark,Brightest
#D2A000,45.89970079,100,68.860791,Orange/Yellow,light,Brightest
#605C5F,306.0672011,1.904682969,39.763115,Purple,Dark,Dullest
#0C4435,164.2717645,69.65135884,25.212384,Green,Dark,Bright
#132F5B,216.6838564,64.63348879,19.966976,Green/Blue,Darkest,Bright
#132F5B,216.6838564,64.63348879,19.966976,Green/Blue,Darkest,Bright
#F2BEB5,9.109642512,70.83066015,81.579403,Red,Lightest,Bright
#F2BEB5,9.109642512,70.83066015,81.579403,Red,Lightest,Bright
#FF3D32,3.105522657,100,60.721173,Red,Mid-Value,Brightest
#FF3D32,3.105522657,100,60.721173,Red,Mid-Value,Brightest
#FA9869,19.50769609,93.61908542,72.2112,Red/Orange,light,Brightest
#FA9869,19.50769609,93.61908542,72.2112,Red/Orange,light,Brightest
#004080,209.8421856,100,26.89144,Green/Blue,Dark,Brightest
#4DA3A9,183.6793752,37.20912219,62.447265,Green/Blue,light,Dull
#4DA3A9,183.6793752,37.20912219,62.447265,Green/Blue,light,Dull
#F2C144,43.03244682,87.41805339,80.573636,Orange,light,Brightest
#F2C144,43.03244682,87.41805339,80.573636,Orange,light,Brightest
#EDD085,43.4489163,74.73147029,84.647582,Orange,Lightest,Bright
#EDD085,43.4489163,74.73147029,84.647582,Orange,Lightest,Bright
#00464C,184.9359215,100,25.9,Green/Blue,Dark,Brightest
#C1111F,355.3222276,83.18931854,41,Red/Purple,Mid-Value,Brightest
#434F24,76.31279273,37.11251542,31.7,Yellow,Dark,Dull
#987137,35.63894821,46.32244768,50.549359,Orange,Mid-Value,Medium
#76B6C0,188.1452657,37.40156701,70.5,Green/Blue,light,Dull
#9F9675,47.68354938,17.94540795,62.184163,Orange/Yellow,light,Dullest
#9F9675,47.68354938,17.94540795,62.184163,Orange/Yellow,light,Dullest
#F1C889,36.05261,79.76374487,83,Orange,Lightest,Bright
#53A96F,139.4922605,34.09885871,62.831165,Green,light,Dull
#53A96F,139.4922605,34.09885871,62.831165,Green,light,Dull
#7D2B1F,7.692312826,59.96579442,30.126527,Red,Dark,Medium
#7B4221,21.90923839,57.70424193,34.671334,Red/Orange,Dark,Medium
#A1CB66,84.90246728,49.51139654,77,Yellow,light,Medium
#EFCE7A,42.78103421,79.27722419,83.998924,Orange,Lightest,Bright
#7B0F44,330.6090141,77.70339385,26.74505,Red/Purple,Dark,Bright
#0074A0,196.3916083,100,46,Green/Blue,Mid-Value,Brightest
#F5638E,342.2792342,88.35797984,62,Red/Purple,light,Brightest
#E1B386,29.37782369,60.41028558,76.1,Red/Orange,light,Medium
#31355B,233.7899934,29.51915031,23.89172,Green/Blue,Dark,Dull
#31355B,233.7899934,29.51915031,23.89172,Green/Blue,Dark,Dull
#F49429,31.65492682,90.30718499,70,Orange,light,Brightest
#2D6E9E,205.7147979,55.28265167,44.702373,Green/Blue,Mid-Value,Medium
#2D6E9E,205.7147979,55.28265167,44.702373,Green/Blue,Mid-Value,Medium
#628C39,89.87067283,41.73117862,53.727516,Yellow,Mid-Value,Medium
#432B24,13.80822507,29.98198478,20.5,Red,Darkest,Dull
#F34972,345.6536035,88.25427961,57.338194,Red/Purple,Mid-Value,Brightest
#F34972,345.6536035,88.25427961,57.338194,Red/Purple,Mid-Value,Brightest
#F9BEB3,9.461392755,85.47493021,82,Red,Lightest,Brightest
#D9B998,29.87688757,46.76210882,77.3,Red/Orange,light,Medium
#268A93,185.2706387,58.7951444,52.676565,Green/Blue,Mid-Value,Medium
#268A93,185.2706387,58.7951444,52.676565,Green/Blue,Mid-Value,Medium
#9F8AAE,274.7117649,17.9960866,60.712564,Purple,Mid-Value,Dullest
#69649C,244.8618775,21.9477327,45.144789,Blue,Mid-Value,Dull
#69649C,244.8618775,21.9477327,45.144789,Blue,Mid-Value,Dull
#005283,202.5143361,100,31.7,Green/Blue,Dark,Brightest
#8CADB7,193.7299793,23.31990017,68.9,Green/Blue,light,Dull
#C9B5A1,30.51002714,26.79812017,75.1,Orange,light,Dull
#F6BD00,46.28206182,100,79.710803,Orange/Yellow,light,Brightest
#F6BD00,46.28206182,100,79.710803,Orange/Yellow,light,Brightest
#AB0826,348.8951314,90.2228844,35.989616,Red/Purple,Dark,Brightest
#1769A0,203.8373004,74.63459885,42.806277,Green/Blue,Mid-Value,Bright
#C09159,32.68700407,45.1837275,63.710355,Orange,light,Medium
#C09159,32.68700407,45.1837275,63.710355,Orange,light,Medium
#8E6725,38.05826298,57.97607784,46.684196,Orange,Mid-Value,Medium
#AE886C,25.5802949,28.98640451,59.746634,Red/Orange,Mid-Value,Dull
#AE886C,25.5802949,28.98640451,59.746634,Red/Orange,Mid-Value,Dull
#96A6B8,211.7175548,19.82637436,67.62082,Green/Blue,light,Dullest
#96A6B8,211.7175548,19.82637436,67.62082,Green/Blue,light,Dullest
#57C1BE,178.6511981,46.06066196,72.20912,Green/Blue,light,Medium
#57C1BE,178.6511981,46.06066196,72.20912,Green/Blue,light,Medium
#60A8AF,185.1776118,33.25334559,64.952546,Green/Blue,light,Dull
#8F622D,32.30248468,51.7336469,45.5,Orange,Mid-Value,Medium
#61A7A9,181.7522582,29.81513644,64.506345,Green/Blue,light,Dull
#C7B5A5,28.77864179,23.70555773,75,Red/Orange,light,Dull
#F0D264,47.27742967,82.34370953,84.870276,Orange/Yellow,Lightest,Brightest
#DFBB94,31.54075358,53.89065372,78.228592,Orange,light,Medium
#004F6D,196.5685763,100,30.48735,Green/Blue,Dark,Brightest
#C09028,41.04574207,65.4837741,63,Orange,light,Bright
#BD1329,352.3136482,81.04385781,40.478037,Red/Purple,Dark,Brightest
#BB0053,333.270966,100,40,Red/Purple,Dark,Brightest
#005389,203.499295,100,33.253038,Green/Blue,Dark,Brightest
#D0B79E,30.63559018,34.54040063,76.188841,Orange,light,Dull
#714224,23.61619141,51.12871875,33.302023,Red/Orange,Dark,Medium
#9CB78A,95.8828631,23.50631351,71.5,Yellow/Green,light,Dull
#8B162A,349.4858711,72.11975698,30.1,Red/Purple,Dark,Bright
#A189AF,278.90496,19.192257,60.603497,Purple,Mid-Value,Dullest
#7699AA,199.1391997,23.29996046,61.6,Green/Blue,light,Dull
#5BA0C0,198.6934745,44.33865643,62.899492,Green/Blue,light,Medium
#5B92B7,203.880761,39.18362093,58.553299,Green/Blue,Mid-Value,Dull
#004971,201.03995,100,29.6,Green/Blue,Dark,Brightest
#ADCDCC,178.3675209,23.82548936,80.2,Green/Blue,light,Dull
#86ABB0,186.9219126,21.06414604,67.636607,Green/Blue,light,Dull
#519155,123.9543096,28.04601771,54.7621,Green,Mid-Value,Dull
#3F2D26,15.530063,24.39008242,20.577373,Red/Orange,Darkest,Dull
#FF7D7B,0.833973355,100,69,Red,light,Brightest
#7D5131,24.87842527,43.1231524,38.884753,Red/Orange,Dark,Medium
#D92D2C,0.275318081,69.53976849,48.079261,Red,Mid-Value,Bright
#D7366E,339.1940368,66.93053908,49.869698,Red/Purple,Mid-Value,Bright
#123C2E,160.3175565,53.68795983,22.5,Green,Dark,Medium
#FFAE91,16.0129729,100,79.8,Red/Orange,light,Brightest
#DDB9C5,339.1439335,35.0849693,78.6,Red/Purple,light,Dull
#EF8B63,16.9042096,82.36056007,68,Red/Orange,light,Brightest
#6DAA53,102.5983043,33.94853451,63.966494,Yellow/Green,light,Dull
#D0274C,346.768099,68.43724777,46.292409,Red/Purple,Mid-Value,Bright
#E8D386,47.04488831,68.5158083,84.912163,Orange/Yellow,Lightest,Bright
#751725,351.0661727,66.77609314,25.4,Red/Purple,Dark,Bright
#6C9CB6,201.0480014,33.6589209,62.2,Green/Blue,light,Dull
#95BF76,94.57387915,36.21272251,72.913415,Yellow/Green,light,Dull
#7A5A29,36.23045631,49.37336867,40.907462,Orange,Dark,Medium
#EDAEAA,3.019010458,65.59775474,76.909301,Red,light,Bright
#60337E,276.3649545,41.95639921,30.559079,Purple,Dark,Medium
#97C8A4,135.7837304,31.05677244,76.597032,Green,light,Dull
#98CDCC,179.0263172,34.97548045,79,Green/Blue,light,Dull
#883428,7.340509084,54.45993973,33.8,Red,Dark,Medium
#005A89,200.4252191,100,35.775685,Green/Blue,Dark,Brightest
#FFABBF,345.6644316,100,79.056362,Red/Purple,light,Brightest
#AA2234,351.8858021,66.47024487,37.80545,Red/Purple,Dark,Bright
#422E74,257.3869448,43.21343224,25.064395,Blue,Dark,Medium
#C7001F,350.4676803,100,41.627215,Red/Purple,Mid-Value,Brightest
#F34516,12.68140512,90.20031461,55.456485,Red,Mid-Value,Brightest
#C79DB4,327.3201581,27.82678224,69.395465,Red/Purple,light,Dull
#F3C172,36.5329007,84.73364971,81.060077,Orange,Lightest,Brightest
#2D542B,117.1301685,31.67493274,32.313227,Yellow/Green,Dark,Dull
#369C5B,142.056529,48.52670765,57.549622,Green,Mid-Value,Medium
#55629B,229.2073698,28.90376002,43.02141,Green/Blue,Mid-Value,Dull
#D7418A,330.7146074,65.67914448,52.166322,Red/Purple,Mid-Value,Bright
#75387B,294.0208287,37.39915489,34.252449,Purple,Dark,Dull
#FF5702,20.20153093,100,61.861893,Red/Orange,light,Brightest
#25527A,208.0755514,53.6164796,33.930295,Green/Blue,Dark,Medium
#F38293,350.5881929,83.31316161,67.47365,Red/Purple,light,Brightest
#9891AE,254.4443923,15.13177805,61.7,Blue,light,Dullest
#00478C,209.5720574,100,29.790698,Green/Blue,Dark,Brightest
#B92860,336.8438554,64.30846129,42.5,Red/Purple,Mid-Value,Bright
#285036,140.6341258,32.89331074,30.618908,Green,Dark,Dull
#CDB7CD,300.7042386,18.06212751,76.935067,Purple,light,Dullest
#AABC82,78.96704988,30.48482186,73.9,Yellow,light,Dull
#009870,164.2865632,100,56,Green,Mid-Value,Brightest
#009EB7,188.329576,100,59,Green/Blue,Mid-Value,Brightest
#BA92B1,312.7327685,22.58938683,65.298187,Purple,light,Dull
#008864,163.9738083,100,49.823847,Green,Mid-Value,Brightest
#006342,159.7977554,100,35.7,Green,Dark,Brightest
#837D22,56.17925647,58.3627098,51.685017,Orange/Yellow,Mid-Value,Medium
#006849,162.1225605,100,37.8,Green,Dark,Brightest
#42452D,67.83628577,20.8571427,28.490762,Yellow,Dark,Dullest
#654228,26.13659052,43.38417964,31.7,Red/Orange,Dark,Medium
#F4D764,47.81445318,87.30517553,86.520975,Orange/Yellow,Lightest,Brightest
#99B149,73.7831089,41.43854399,68.717054,Yellow,light,Medium
#B3BD8E,72.33768584,26.38678221,75,Yellow,light,Dull
#801148,330.2724086,75.61395204,28.2,Red/Purple,Dark,Bright
#007F9C,191.2992506,100,46.916129,Green/Blue,Mid-Value,Brightest
#3FA1AB,185.4957374,45.73835485,61.553981,Green/Blue,light,Medium
#E8C599,33.57596273,63.44397315,81.738424,Orange,Lightest,Bright
#EBCA70,44.03528085,75.50159186,82.6,Orange,Lightest,Bright
#F1D286,42.81267607,79.31652196,85.4,Orange,Lightest,Bright
#F6AD87,20.37763168,86.17494326,76.842406,Red/Orange,light,Brightest
#F79D67,22.40814349,90.10730034,72.906257,Red/Orange,light,Brightest
#FF9055,21.09840815,100,72.886971,Red/Orange,light,Brightest
#412659,271.5645945,39.48710008,21.334916,Purple,Dark,Dull
#F4B3C4,344.3637374,74.50834811,79.544945,Red/Purple,light,Bright
#85C6A2,146.2853434,36.35767235,75,Green,light,Dull
#339575,160.3658061,48.70870892,55.7,Green,Mid-Value,Medium
#BC463A,5.204038323,52.29551815,46.2,Red,Mid-Value,Medium
#779CAE,199.3118806,25.53893448,62.62581,Green/Blue,light,Dull
#7C296C,311.3312163,49.43582781,31.9,Purple,Dark,Medium
#ABCA85,87.59476653,39.92145502,77.91542,Yellow,light,Dull
#7FBEB4,170.389634,32.72654365,72.805821,Green,light,Dull
#B0D0AC,114.1458111,28.22161395,80.6,Yellow/Green,light,Dull
#E6C490,36.3312538,63.66837922,81.105084,Orange,Lightest,Bright
#81AA8B,134.0951469,19.72815115,66.250657,Green,light,Dullest
#0097B9,190.8258961,100,56.394706,Green/Blue,Mid-Value,Brightest
#30495B,204.9380428,30.73622303,30,Green/Blue,Dark,Dull
#CB441F,12.77434059,73.29281007,48.35957,Red,Mid-Value,Bright
#007647,156.3249782,100,42.901831,Green,Mid-Value,Brightest
#868959,64.14978814,21.0984636,55.946566,Yellow,Mid-Value,Dull
#D1BCA4,32.35149312,32.5813742,77.630263,Orange,light,Dull
#C3C683,63.0489613,37.38974921,78.4,Yellow,light,Dull
#BEAC9C,29.01934475,20.72705337,71.7,Red/Orange,light,Dullest
#EDB18D,22.08377736,73.39261951,77,Red/Orange,light,Bright
#E2D49E,47.26138081,54.86542297,84.951324,Orange/Yellow,Lightest,Medium
#FF5D94,339.4586079,100,67.558174,Red/Purple,light,Brightest
#A1A053,58.90638306,31.91475449,64.666613,Orange/Yellow,light,Dull
#FEB09F,11.04391659,98.58608899,79,Red,light,Brightest
#CA5F2C,19.0575252,63.74255693,53,Red/Orange,Mid-Value,Bright
#E49BA0,355.3935218,58.31254308,71.3,Red/Purple,light,Medium
#FFAAB0,355.7118361,100,80.725009,Red/Purple,light,Brightest
#FF89B7,336.7603934,100,74.8,Red/Purple,light,Brightest
#EAA1AF,347.9886793,64.40006439,73.757954,Red/Purple,light,Bright
#D49F2C,41.11009474,66.75334613,69.024758,Orange,light,Bright
#957BB1,268.9300677,25.49077525,56.032105,Blue,Mid-Value,Dull
#B8431A,15.66794392,74.83526073,44.874137,Red/Orange,Mid-Value,Bright
#008395,186.8802141,100,48.857086,Green/Blue,Mid-Value,Brightest
#FDBFC8,351.6082655,95.59524175,83.3,Red/Purple,Lightest,Brightest
#CC3537,359.216993,60.12977431,46.712813,Red/Purple,Mid-Value,Medium
#501C37,329.2224089,47.1362356,19.6,Red/Purple,Darkest,Medium
#C2798E,342.6489298,37.45145663,59.179875,Red/Purple,Mid-Value,Dull
#9F8877,26.17803931,17.0717057,58.631585,Red/Orange,Mid-Value,Dullest
#C72239,351.6866503,70.17055999,43.813828,Red/Purple,Mid-Value,Bright
#AB8331,40.50074084,55.21142625,57.502228,Orange,Mid-Value,Medium
#C93673,335.2039002,58.02224676,47.58116,Red/Purple,Mid-Value,Medium
#FF897B,6.079673369,100,72.40138,Red,light,Brightest
#B3B07B,56.81168717,26.97874354,71,Orange/Yellow,light,Dull
#B2B4B2,106.6159047,1.385999236,73.173298,Yellow/Green,light,Dullest
#F99D50,27.59893538,93.42855402,72.962845,Red/Orange,light,Brightest
#F9988C,6.810893473,90.98299597,72.760465,Red,light,Brightest
#D2A47C,27.79517551,49.21331179,70.750346,Red/Orange,light,Medium
#5EACB5,186.5295415,37.1028505,66,Green/Blue,light,Dull
#BDA994,30.4401792,23.89221612,70.61261,Orange,light,Dull
#E38C78,10.93507353,66.4056015,67,Red,light,Bright
#921145,335.6443853,78.95503473,31.772376,Red/Purple,Dark,Bright
#C14061,344.4988897,51.08075982,47,Red/Purple,Mid-Value,Medium
#B93523,7.442234558,68.0341729,42.9,Red,Mid-Value,Bright
#81B2B3,181.4344907,25.05583287,69.6,Green/Blue,light,Dull
#4E3329,16.67659127,31.25475855,24.427701,Red/Orange,Dark,Dull
#71B7B5,178.7908196,32.70841457,70,Green/Blue,light,Dull
#8DBB7E,104.7021795,31.35501847,71.572225,Yellow/Green,light,Dull
#CA1757,338.4143005,79.05098909,44.166379,Red/Purple,Mid-Value,Bright
#206837,138.8938636,52.29904707,39,Green,Dark,Medium
#E89A00,39.77012546,100,69.694552,Orange,light,Brightest
#FF9F78,17.0620343,100,75.030806,Red/Orange,light,Brightest
#8EB6C6,196.6083131,32.61850006,72.024416,Green/Blue,light,Dull
#CDA355,39.17111687,54.61690747,69.473598,Orange,light,Medium
#ECD062,47.65420567,79.39379586,84.056273,Orange/Yellow,Lightest,Bright
#FF95A4,351.506562,100,73.855299,Red/Purple,light,Brightest
#B11C37,348.9333517,72.44654809,38.866887,Red/Purple,Dark,Bright
#76B1B4,182.7102523,29.42589418,68.7,Green/Blue,light,Dull
#00698E,195.6658445,100,38.906113,Green/Blue,Dark,Brightest
#004682,207.5128822,100,28.9,Green/Blue,Dark,Brightest
#005E7F,195.5773842,100,35.9,Green/Blue,Dark,Brightest
#0081A4,192.6716665,100,48,Green/Blue,Mid-Value,Brightest
#EB9B58,27.43850199,78.8035197,70.899734,Red/Orange,light,Bright
#CCAFBC,334.3349952,22.27784818,74.48581,Red/Purple,light,Dull
#DEC4A1,33.81208412,48.77187482,80.7,Orange,light,Medium
#F1CD3D,47.9608322,87.13553306,83.524309,Orange/Yellow,Lightest,Brightest
#0087A2,189.9170086,100,49.747669,Green/Blue,Mid-Value,Brightest
#7A2C72,306.5953785,47.11910391,32.369074,Purple,Dark,Medium
#751B51,323.571154,62.15121679,27.312121,Red/Purple,Dark,Bright
#C95B96,327.7361285,51.01455336,54.391059,Red/Purple,Mid-Value,Medium
#F76A9D,338.0173027,89.8580292,63.811333,Red/Purple,light,Brightest
#B9247E,323.6018893,67.30275772,42.999439,Red/Purple,Mid-Value,Bright
#70B454,102.721025,39.17748028,67.321068,Yellow/Green,light,Dull
#CCA8C4,312.7888985,25.82817078,72.981439,Purple,light,Dull
#575899,239.955765,27.14394168,40.20672,Green/Blue,Dark,Dull
#FF680B,22.99895073,100,64.978823,Red/Orange,light,Brightest
#005585,201.6226616,100,33.9,Green/Blue,Dark,Brightest
#A21728,352.4069376,75.07392282,35.05976,Red/Purple,Dark,Bright
#F88D32,27.51414008,93.38303093,68.936014,Red/Orange,light,Brightest
#6BB7B4,176.8950968,34.93617461,69.996648,Green/Blue,light,Dull
#7FC5C9,183.238622,41.00191897,75.424064,Green/Blue,light,Medium
#3484AE,200.621885,53.3988733,52.357526,Green/Blue,Mid-Value,Medium
#8B4089,302.2092063,36.79934083,39.789482,Purple,Dark,Dull
#FF8CAA,344.3355702,100,71.9,Red/Purple,light,Brightest
#7D9AA8,200.1065412,19.93331563,62.1,Green/Blue,light,Dullest
#007D54,160.5056286,100,44.722029,Green,Mid-Value,Brightest
#005439,160.7870907,100,30.245332,Green,Dark,Brightest
#E8AB7D,25.41427685,70.75237225,74.8,Red/Orange,light,Bright
#2981AB,199.739318,60.83265152,50.905476,Green/Blue,Mid-Value,Medium
#FA387E,338.2858684,95.29937282,56.79267,Red/Purple,Mid-Value,Brightest
#BE6DB8,304.8233148,38.8255612,57.527151,Purple,Mid-Value,Dull
#60724C,88.4167976,19.92794009,45.930277,Yellow,Mid-Value,Dullest
#FFBA10,42.69008046,100,80.326139,Orange,light,Brightest
#FFCD3C,44.80931166,100,85.667611,Orange,Lightest,Brightest
#623A21,23.16069931,48.68377819,28.9,Red/Orange,Dark,Medium
#C8AA6F,39.73189901,45.26579007,71.267509,Orange,light,Medium
#9CC18A,100.3355802,30.83202896,74.37521,Yellow/Green,light,Dull
#A5761B,39.30548587,71.17462749,53.173364,Orange,Mid-Value,Bright
#B0825B,27.49400475,35.27227102,58.199996,Red/Orange,Mid-Value,Dull
#F1CD73,42.83189768,82.51189813,84.002082,Orange,Lightest,Brightest
#DF96AC,341.5671045,53.43067869,69.865863,Red/Purple,light,Medium
#CDA0B9,326.1767064,30.91270433,70.694955,Red/Purple,light,Dull
#AC5121,20.69479731,67.45246706,45.5,Red/Orange,Mid-Value,Bright
#BF1B20,358.1904169,74.7933755,41.220293,Red/Purple,Mid-Value,Bright
#87ABB6,193.4308559,24.24288659,68.018718,Green/Blue,light,Dull
#D293AA,337.7125024,41.63089772,67.839232,Red/Purple,light,Medium
#FF76BB,329.5195799,100,69.926263,Red/Purple,light,Brightest
#DC296B,337.7280316,72.4730369,49.520425,Red/Purple,Mid-Value,Bright
#006B8B,193.92579,100,40.471346,Green/Blue,Dark,Brightest
