HexNotation,Hue,Saturation,Value,HueSpectrum,ValueSpectrum,SaturationSpectrum
#FFA943,32.70167151,100,76.810323,Orange,light,Brightest
#004350,189.6896067,100,25.21068,Green/Blue,Dark,Brightest
#D7AA5F,37.55056526,60.03364326,72.4147,Orange,light,Medium
#DF313D,355.6117898,73.09608987,49.805142,Red/Purple,Mid-Value,Bright
#7E6D65,19.59837453,10.77661701,47.709019,Red/Orange,Mid-Value,Dullest
#78B6BB,184.6606695,33.23893911,70.353475,Green/Blue,light,Dull
#806123,40.0219062,56.89377044,43.258246,Orange,Mid-Value,Medium
#273231,172.9593106,12.1275408,19.960635,Green/Blue,Darkest,Dullest
#152842,215.6536374,50.70865665,16,Green/Blue,Darkest,Medium
#887B96,269.2581266,11.16366387,53.859899,Blue,Mid-Value,Dullest
#6ECFD1,181.0662194,52.30350216,77.898509,Green/Blue,light,Medium
#9F815D,33.13521905,26.28542563,56.149865,Orange,Mid-Value,Dull
#2C5EA7,215.4776382,57.85135259,40.416011,Green/Blue,Dark,Medium
#7998B0,206.5206023,26.35983373,61.45495,Green/Blue,light,Dull
#44342A,22.13587181,24.17726894,23.3,Red/Orange,Dark,Dull
#20272D,206.3258013,17.08495371,15.5,Green/Blue,Darkest,Dullest
#4C3B2B,29.2656257,27.50116235,26.575419,Red/Orange,Dark,Dull
#134E67,197.3670256,68.45990719,31.1,Green/Blue,Dark,Bright
#20242E,221.3012829,17.67307627,14.47007,Green/Blue,Darkest,Dullest
#921524,352.8845302,73.99037275,31.527677,Red/Purple,Dark,Bright
#963D74,322.816629,42.23231808,39.806998,Red/Purple,Dark,Medium
#65416E,287.9578357,25.94086587,33.443748,Purple,Dark,Dull
#523C36,12.97579167,20.40904897,27.735623,Red,Dark,Dullest
#7B6754,30.15803949,18.55155725,45.3,Orange,Mid-Value,Dullest
#EAB9B6,4.064377251,56.76295758,79.686472,Red,light,Medium
#65161F,353.3567116,63.97761313,21.889311,Red/Purple,Dark,Bright
#22242F,232.655424,16.3310647,14.567136,Green/Blue,Darkest,Dullest
#BDA588,33.21219025,28.83154044,69.303275,Orange,light,Dull
#758F95,191.1916002,13.31853972,57.861955,Green/Blue,Mid-Value,Dullest
#BCBAA8,55.82514502,12.93760171,75.414698,Orange/Yellow,light,Dullest
#9B6844,25.10752601,38.88550419,48.8,Red/Orange,Mid-Value,Dull
#C15483,334.0127818,47.08960073,51.229331,Red/Purple,Mid-Value,Medium
#04435D,197.6148397,90.58506142,26.447363,Green/Blue,Dark,Brightest
#EB5760,356.3002829,79.44660826,57.539702,Red/Purple,Mid-Value,Bright
#563430,6.970848552,28.77231683,26,Red,Dark,Dull
#B92428,358.3164641,67.16568367,41,Red/Purple,Mid-Value,Bright
#6F8E9B,198.2784753,17.90448682,57.246308,Green/Blue,Mid-Value,Dullest
#F0E1C2,40.35700495,62.17276481,90.270584,Orange,Lightest,Bright
#472D26,11.29331533,29.87038749,21.604236,Red,Dark,Dull
#4F515C,233.224957,7.326429032,34.707189,Green/Blue,Dark,Dullest
#461F22,355.8063143,37.81604913,17.641231,Red/Purple,Darkest,Dull
#AC1D33,350.8365043,70.851537,37.735996,Red/Purple,Dark,Bright
#CDCCC1,52.86349167,10.88809071,81.965565,Orange/Yellow,Lightest,Dullest
#CDC3A5,44.55726573,28.6228624,79,Orange,light,Dull
#93A8BB,209.396035,22.58657252,67.975019,Green/Blue,light,Dull
#7F7B3A,56.53980451,36.74165745,50.787962,Orange/Yellow,Mid-Value,Dull
#005E78,193.1246971,100,35.696121,Green/Blue,Dark,Brightest
#2F3E50,211.7048242,25.91753379,26,Green/Blue,Dark,Dull
#BB3220,7.15165024,70.72500888,42.953866,Red,Mid-Value,Bright
#FFBF40,40.10743838,100,82.134233,Orange,Lightest,Brightest
#27C4A5,167.956616,66.55545123,71.616237,Green,light,Bright
#9197A7,224.0640173,11.27318551,62.5495,Green/Blue,light,Dullest
#753326,9.762268405,50.42668391,30.265218,Red,Dark,Medium
#D0B77D,41.9532658,47.38721834,75.649561,Orange,light,Medium
#574A35,35.68526177,24.15711607,32.332168,Orange,Dark,Dull
#E78027,27.92302904,80.01196732,63.970648,Red/Orange,light,Bright
#916E57,24.21785115,24.87307185,49.5,Red/Orange,Mid-Value,Dull
#F7EDCA,46.94599393,75.04307227,93.968358,Orange/Yellow,Lightest,Bright
#312727,0.790118499,11.08813174,16.9,Red,Darkest,Dullest
#FFD26B,41.99435474,100,86.475359,Orange,Lightest,Brightest
#F3EDDE,42.20563848,48.04085006,94,Orange,Lightest,Medium
#F68341,21.85985035,91.48502909,66.923092,Red/Orange,light,Brightest
#89A084,108.1369825,13.0434358,63.668002,Yellow/Green,light,Dullest
#EDC194,30.83734826,71.52674999,81.149302,Orange,Lightest,Bright
#00955A,156.3523884,100,54.172874,Green,Mid-Value,Brightest
#636A68,162.5427896,3.117767206,44.255725,Green,Mid-Value,Dullest
#4C5330,71.96588215,26.17396237,34,Yellow,Dark,Dull
#83422E,13.92120781,47.95228301,35.985791,Red,Dark,Medium
#1C3163,221.6982295,55.57481202,21.703579,Green/Blue,Dark,Medium
#E38F3D,29.70074341,74.90946911,66.990792,Red/Orange,light,Bright
#B68DA4,326.2009386,22.08753426,63.38364,Red/Purple,light,Dull
#A12A31,356.2412046,58.50891217,37,Red/Purple,Dark,Medium
#54433E,13.29094825,15.34216335,30.197728,Red,Dark,Dullest
#FFD03B,45.88537525,100,85.797396,Orange/Yellow,Lightest,Brightest
#351C29,327.8312598,29.85350423,14.357045,Red/Purple,Darkest,Dull
#E74832,7.257088566,79.37001909,54.009906,Red,Mid-Value,Bright
#4277A3,207.1998646,41.88589012,48.482639,Green/Blue,Mid-Value,Medium
#BCA45A,45.23059342,42.17114218,68.096374,Orange/Yellow,light,Medium
#262027,292.6517886,8.688965152,13.5,Purple,Darkest,Dullest
#796B49,43.13061746,24.46540562,46,Orange,Mid-Value,Dull
#153C31,163.3879769,47.23268475,22.671713,Green,Dark,Medium
#969AC0,233.5612194,25.15083852,64.672528,Green/Blue,light,Dull
#5F90A1,195.3937155,26.16873096,57.264843,Green/Blue,Mid-Value,Dull
#BF805A,22.7069257,44.30290063,59.333576,Red/Orange,Mid-Value,Medium
#D2B17C,37.07065494,48.92972044,74,Orange,light,Medium
#502C47,314.9738935,28.62931845,23.747239,Purple,Dark,Dull
#464378,244.1476166,28.50841264,31.258642,Blue,Dark,Dull
#E0CCAD,36.27447593,45.5952559,83.001045,Orange,Lightest,Medium
#385433,110.7418191,24.06976611,33,Yellow/Green,Dark,Dull
#746073,301.6776253,9.000216511,43.489976,Purple,Mid-Value,Dullest
#6B4A36,22.52506687,32.65856109,34.8,Red/Orange,Dark,Dull
#815921,35.03851973,59.2749842,41.3,Orange,Mid-Value,Medium
#65849E,207.4357554,22.71470686,54,Green/Blue,Mid-Value,Dull
#857E7B,20.58360417,3.870892898,53.508383,Red/Orange,Mid-Value,Dullest
#C9784F,20.36882143,53.3689968,58.732209,Red/Orange,Mid-Value,Medium
#FFA920,36.86927755,100,77.105131,Orange,light,Brightest
#D89C2A,39.2988559,69.61764867,68.704478,Orange,light,Bright
#9B866A,33.61837178,19.93155304,57.3,Orange,Mid-Value,Dullest
#63322E,4.64242925,36.04785782,27.358381,Red,Dark,Dull
#EDE7DE,34.90498794,29.53428469,92,Orange,Lightest,Dull
#CCA735,45.02942657,60.13868857,70.111144,Orange/Yellow,light,Medium
#8B714D,35.17821128,28.89345214,49.670145,Orange,Mid-Value,Dull
#E4693E,15.52592153,76.09156488,59.151692,Red/Orange,Mid-Value,Bright
#735F55,20.48092617,14.99355376,42.266442,Red/Orange,Mid-Value,Dullest
#C49043,35.81172264,52.50305946,63.624678,Orange,light,Medium
#1A4882,213.6358726,65.98008927,30.749173,Green/Blue,Dark,Bright
#578280,177.94004,19.4018673,51.434044,Green/Blue,Mid-Value,Dullest
#384B53,197.0097652,19.38020821,30.865994,Green/Blue,Dark,Dullest
#4C3240,328.104299,20.41234128,24.671651,Red/Purple,Dark,Dullest
#58A15A,121.3360966,29.26645015,60.439478,Green,Mid-Value,Dull
#95192B,351.5088095,70.4457322,32.534097,Red/Purple,Dark,Bright
#004349,184.6401412,100,25.084104,Green/Blue,Dark,Brightest
#C583A6,328.3677424,36.68836423,62.502043,Red/Purple,light,Dull
#835238,20.37285062,39.61001319,40,Red/Orange,Dark,Dull
#4D352F,11.48632591,23.57665846,24.827129,Red,Dark,Dull
#004985,207.0740598,100,30.371308,Green/Blue,Dark,Brightest
#2A374E,219.1011996,29.45439254,23.134583,Green/Blue,Dark,Dull
#445B56,166.2592079,14.01599439,36.918479,Green,Dark,Dullest
#E5D66B,52.78852693,70.47153559,85.178683,Orange/Yellow,Lightest,Bright
#6C7E87,200.1697767,10.97151596,51.839083,Green/Blue,Mid-Value,Dullest
#917661,26.51066772,20.09874103,51.891116,Red/Orange,Mid-Value,Dullest
#9F9681,42.54463398,13.65300649,62.609025,Orange,light,Dullest
#632C25,6.523895544,45.3950026,25.7,Red,Dark,Medium
#F9DFA5,41.61050335,88.72503824,90,Orange,Lightest,Brightest
#BE9E3A,45.50397189,53.0188652,66.477941,Orange/Yellow,light,Medium
#874D3E,12.54081384,36.49336932,39.515633,Red,Dark,Dull
#EF5D3D,10.73483099,85.41535118,58.69415,Red,Mid-Value,Brightest
#E3665C,4.479971141,70.78043064,58.673481,Red,Mid-Value,Bright
#C6A27B,31.35777219,40.0715851,69.122256,Orange,light,Dull
#134E5C,191.4864511,65.86660368,30.5,Green/Blue,Dark,Bright
#404C59,211.9481157,16.31564749,31.929658,Green/Blue,Dark,Dullest
#C84B22,14.92965704,70.70112996,49,Red,Mid-Value,Bright
#AD1247,339.459378,80.46893757,37.647562,Red/Purple,Dark,Bright
#705262,328.0856324,15.05464286,38.692262,Red/Purple,Dark,Dullest
#6F5E59,15.10529376,10.86594522,41.6,Red/Orange,Mid-Value,Dullest
#9199BD,228.9413964,24.94303115,64.077559,Green/Blue,light,Dull
#B9652D,23.91155143,60.5018546,51.70312,Red/Orange,Mid-Value,Medium
#29272D,255.6971012,7.241518685,16.318525,Blue,Darkest,Dullest
#BBAE9E,33.87785541,17.11853534,72,Orange,light,Dullest
#80CDBA,165.4386541,43.29577572,77.220959,Green,light,Medium
#6A5564,318.725731,10.82945517,39,Red/Purple,Dark,Dullest
#899E7E,98.76889515,13.86340325,62.82469,Yellow/Green,light,Dullest
#56594B,69.63750586,8.17267999,37.290724,Yellow,Dark,Dullest
#534830,40.95181238,26.61219102,31.3,Orange,Dark,Dull
#92617B,327.8682565,20.39426564,47.227717,Red/Purple,Mid-Value,Dullest
#2D2E4F,238.4604613,26.80435773,20.719032,Green/Blue,Darkest,Dull
#FDD284,38.5378291,97.40015174,86.373896,Orange,Lightest,Brightest
#EA6165,358.346974,77.1280308,59.161438,Red/Purple,Mid-Value,Bright
#381E1E,359.3814909,29.70834409,14.985938,Red/Purple,Darkest,Dull
#143F5E,205.6275337,63.73434723,25.4,Green/Blue,Dark,Bright
#F7A4AD,353.7402802,85.32313088,75.87497,Red/Purple,light,Brightest
#4E4539,33.03505981,15.20404126,30,Orange,Dark,Dullest
#272533,250.0949361,16.09062417,15.783808,Blue,Darkest,Dullest
#EF4966,349.4233487,84.12322053,56.234429,Red/Purple,Mid-Value,Brightest
#FF7A53,13.71613964,100,67.424884,Red,light,Brightest
#DDBBBE,353.972008,33.53587651,79,Red/Purple,light,Dull
#8A7E31,52.19156236,47.62309718,52.683192,Orange/Yellow,Mid-Value,Medium
#4C376B,264.3806433,32.10967874,27.857767,Blue,Dark,Dull
#BA2062,334.5414227,69.9617357,41.983394,Red/Purple,Mid-Value,Bright
#3A5942,135.5463306,21.41226313,35.215886,Green,Dark,Dull
#615F5F,4.02848305,1.430776832,40.684463,Red,Dark,Dullest
#7E3B3F,356.228372,36.51169439,34,Red/Purple,Dark,Dull
#C91D29,355.8201688,74.39289014,43.661292,Red/Purple,Mid-Value,Bright
#60C6BF,176.0220963,47.431557,74.204866,Green/Blue,light,Medium
#454754,232.0566058,9.955617766,30.68538,Green/Blue,Dark,Dullest
#9EB4B8,189.0058664,15.61358015,72.158814,Green/Blue,light,Dullest
#E4BE56,43.74937181,72.98162573,78.544631,Orange,light,Bright
#C59C40,41.24135025,53.79773911,66.724972,Orange,light,Medium
#981F2C,353.286322,65.77864045,33.754361,Red/Purple,Dark,Bright
#3A2F60,253.6076104,33.77852983,23.184037,Blue,Dark,Dull
#DFB78F,29.50314621,56.18176717,77.1,Red/Orange,light,Medium
#556285,224.5243434,21.89778943,41.868596,Green/Blue,Mid-Value,Dull
#0E3F7F,213.6319351,80.17018801,27.498304,Green/Blue,Dark,Bright
#E3A68A,18.76838378,61.68386846,73.37989,Red/Orange,light,Bright
#942234,350.2695521,62.26823249,33.417977,Red/Purple,Dark,Bright
#948C71,46.24216656,13.97321058,58.515568,Orange/Yellow,Mid-Value,Dullest
#7C5327,30.76432441,51.87633676,39,Orange,Dark,Medium
#695B3C,41.12305602,27.03481167,39.5,Orange,Dark,Dull
#9F366D,328.4356859,49.12164132,39.872207,Red/Purple,Dark,Medium
#312C2C,358.2414024,5.016642792,18.857747,Red/Purple,Darkest,Dullest
#685130,35.45979997,36.43009523,36.225159,Orange,Dark,Dull
#403127,23.20949687,24.1851838,21.92155,Red/Orange,Dark,Dull
#FAC553,40.82341821,94.93116113,82.41131,Orange,Lightest,Brightest
#702138,342.8526809,54.15578014,26.365006,Red/Purple,Dark,Medium
#322E3E,254.6647296,15.20192705,20.134138,Blue,Darkest,Dullest
#213B34,163.0442491,27.64024165,22.935689,Green,Dark,Dull
#D6C2A6,34.25240792,37.66568454,79.489721,Orange,light,Dull
#D53D73,338.4092867,64.60318066,50.477727,Red/Purple,Mid-Value,Bright
#B196A2,333.2899598,14.87097405,64.989737,Red/Purple,light,Dullest
#845238,20.59870232,40.00813489,40.143881,Red/Orange,Dark,Dull
#3E2A27,8.89751697,22.47382588,19.6,Red,Darkest,Dull
#96322D,3.250854191,53.90647321,36.1751,Red,Dark,Medium
#8B918B,121.4274723,2.7136291,59.831473,Green,Mid-Value,Dullest
#CA6C0E,30.04104094,86.96386887,55.564985,Orange,Mid-Value,Brightest
#162D35,195.2307869,41.54346211,17.371669,Green/Blue,Darkest,Medium
#2C5963,191.2759576,38.31133509,35.3,Green/Blue,Dark,Dull
#411F2F,331.5698914,34.91566075,17.2,Red/Purple,Darkest,Dull
#272C35,217.9330959,15.2663827,18,Green/Blue,Darkest,Dullest
#009D89,172.6882362,100,57.713295,Green/Blue,Mid-Value,Brightest
#015A63,185.7370567,97.15453926,34.515474,Green/Blue,Dark,Brightest
#353F3B,153.0596119,8.419707661,26,Green,Dark,Dullest
#28473A,154.8089352,27.15175793,27.662113,Green,Dark,Dull
#8D3627,8.915854345,56.81937151,35.1,Red,Dark,Medium
#B6A973,48.53585018,31.86721484,69.4701,Orange/Yellow,light,Dull
#AB2135,351.0752382,67.40019928,37.908849,Red/Purple,Dark,Bright
#F5BE60,38.03501,88.21044306,80.448848,Orange,light,Brightest
#222C37,210.9686782,23.52255817,17.7,Green/Blue,Darkest,Dull
#727472,102.2895444,1.017927438,48.864368,Yellow/Green,Mid-Value,Dullest
#B7BCB7,115.7561878,3.121027253,75.824439,Yellow/Green,light,Dullest
#B27BA9,309.8236992,26.34243715,58.541698,Purple,Mid-Value,Dull
#2A3C33,151.1904064,17.66655336,23.761593,Green,Dark,Dullest
#E0D269,53.00993343,65.75957018,83.499062,Orange/Yellow,Lightest,Bright
#384045,202.0507091,10.64752116,26.719099,Green/Blue,Dark,Dullest
#4D6486,215.7297823,26.76511807,42,Green/Blue,Mid-Value,Dull
#939294,243.3887358,0.561437853,60.970723,Blue,Mid-Value,Dullest
#F24E51,359.0454495,86.28901338,57.151322,Red/Purple,Mid-Value,Brightest
#008474,172.6445582,100,48.572127,Green/Blue,Mid-Value,Brightest
#008BB9,194.6838757,100,53.543267,Green/Blue,Mid-Value,Brightest
#FFDD3E,49.66650536,100,88.890428,Orange/Yellow,Lightest,Brightest
#94265B,330.8862169,59.02004014,35.076842,Red/Purple,Dark,Medium
#B2743A,29.15186736,50.84303364,54.588956,Red/Orange,Mid-Value,Medium
#B2947A,28.43012714,26.69324731,63.537621,Red/Orange,light,Dull
#F890AB,344.5051307,88.87361075,71.644858,Red/Purple,light,Brightest
#2E3337,205.812867,8.197633176,21.2,Green/Blue,Dark,Dullest
#777370,21.72041817,3.360363948,48.8,Red/Orange,Mid-Value,Dullest
#31382D,99.54173236,10.89325638,22.7,Yellow/Green,Dark,Dullest
#00835B,161.9279625,100,47.754532,Green,Mid-Value,Brightest
#69587D,267.9182794,17.32798691,40.476702,Blue,Dark,Dullest
#454078,244.7764246,30.29442675,30.361324,Blue,Dark,Dull
#58817C,173.354824,19.00555434,51.127046,Green/Blue,Mid-Value,Dullest
#892B65,322.8073885,51.76975635,34.164585,Red/Purple,Dark,Medium
#6E1829,348.1580717,63.53490742,24.4,Red/Purple,Dark,Bright
#9E9A55,56.97062647,29.99769824,62.826667,Orange/Yellow,light,Dull
#A58958,38.06907727,30.31134005,58.7,Orange,Mid-Value,Dull
#A82638,351.6530654,62.88509043,38,Red/Purple,Dark,Bright
#F8C97B,37.76905445,90.43377937,83.804974,Orange,Lightest,Brightest
#4D6486,216.0668926,26.77912385,42,Green/Blue,Mid-Value,Dull
#7FCEB9,164.230766,45.01705983,77.624578,Green,light,Medium
#43453A,73.36608977,8.28034999,29.040949,Yellow,Dark,Dullest
#4E4F55,229.7330155,4.251645365,34,Green/Blue,Dark,Dullest
#AC4B21,18.24968093,67.09677817,44.339915,Red/Orange,Mid-Value,Bright
#352D28,23.58740738,14.0329557,19.2608,Red/Orange,Darkest,Dullest
#8D1F2C,353.029744,63.35903956,31.489738,Red/Purple,Dark,Bright
#69393E,354.3361318,29.26483867,30.328769,Red/Purple,Dark,Dull
#595265,262.00281,10.18096535,36.362073,Blue,Dark,Dullest
#2F222F,301.4826847,16.26567622,15.4,Purple,Darkest,Dullest
#948C7E,38.35226803,9.487391943,58.801384,Orange,Mid-Value,Dullest
#6F5C4C,27.33555864,18.72667491,40.690646,Red/Orange,Dark,Dullest
#7CA06C,101.9494869,21.53239144,62.195929,Yellow/Green,light,Dull
#BBAB90,36.90576961,24.05145375,70.798426,Orange,light,Dull
#913F42,358.1975933,39.20035379,38,Red/Purple,Dark,Dull
#CE993C,38.15283602,59.87712328,66.8,Orange,light,Medium
#94A4BF,217.662802,25.13748228,67.227019,Green/Blue,light,Dull
#93722C,40.78852668,53.54251727,50.117925,Orange,Mid-Value,Medium
#A55324,21.66116864,63.56897908,44.80648,Red/Orange,Mid-Value,Bright
#651946,324.5051553,59.59029188,23.639662,Red/Purple,Dark,Medium
#71786E,102.3753175,4.727040792,49.876911,Yellow/Green,Mid-Value,Dullest
#88898D,229.982267,2.360577747,57.213471,Green/Blue,Mid-Value,Dullest
#C89E85,22.57602487,37.75787044,68.510193,Red/Orange,light,Dull
#CC99B7,324.8151778,33.77660262,69.055379,Red/Purple,light,Dull
#925963,349.6724586,24.29573534,44.7,Red/Purple,Mid-Value,Dull
#D8D1A9,50.29597059,38.51368098,83.597586,Orange/Yellow,Lightest,Dull
#903660,331.8644732,45.37586907,36.877434,Red/Purple,Dark,Medium
#26553A,144.8649393,38.16675595,32.66195,Green,Dark,Dull
#EEC45C,42.97338909,81.1930205,81.192589,Orange,Lightest,Brightest
#4EB6D2,192.5415768,59.65902184,69.577217,Green/Blue,light,Medium
#1B6BA7,205.9696258,72.03033611,43.621427,Green/Blue,Mid-Value,Bright
#9E9688,38.10164583,10.16651909,62.469831,Orange,light,Dullest
#72564B,16.98951801,20.2519307,39.3,Red/Orange,Dark,Dullest
#BD9C7D,29.84089643,32.67780457,66.817155,Red/Orange,light,Dull
#003F58,197.1146296,100,23.98323,Green/Blue,Dark,Brightest
#F3617E,347.9884491,86.87001495,61.098657,Red/Purple,light,Brightest
#C89A73,27.09069813,44.12819711,67.164843,Red/Orange,light,Medium
#477E7A,175.9817129,27.57986964,49.369785,Green/Blue,Mid-Value,Dull
#AE9088,12.70105428,19.08372814,62.556732,Red,light,Dullest
#288DB3,196.4876289,63.57121098,55,Green/Blue,Mid-Value,Bright
#B8B8B2,57.99480551,4.317944915,74.915205,Orange/Yellow,light,Dullest
#E7D7C5,31.58393902,42.0945219,87,Orange,Lightest,Medium
#2E2D2F,292.8936147,1.49427377,19,Purple,Darkest,Dullest
#125D64,185.4218546,68.66417219,35.950641,Green/Blue,Dark,Bright
#2D2E39,232.6417296,12.26268457,19.569891,Green/Blue,Darkest,Dullest
#612027,352.8049747,50.32456164,22.759098,Red/Purple,Dark,Medium
#323954,226.6400979,25.57020068,24.71339,Green/Blue,Dark,Dull
#7F5B4A,19.07383385,26.49613244,42.217516,Red/Orange,Mid-Value,Dull
#624B34,30.18493217,29.94065023,33.9,Orange,Dark,Dull
#A32D42,349.1267186,56.30718609,38.077441,Red/Purple,Dark,Medium
#515054,254.1276093,2.921302927,34.3,Blue,Dark,Dullest
#BFAB94,32.7719526,25.21275451,71.3,Orange,light,Dull
#F19F45,31.2898322,86.7447016,72.423743,Orange,light,Brightest
#5676A0,214.0740688,29.78654627,49.094103,Green/Blue,Mid-Value,Dull
#7B5C46,24.63979026,27.18329069,41.739661,Red/Orange,Mid-Value,Dull
#627676,180.6048023,8.864329786,48.179914,Green/Blue,Mid-Value,Dullest
#899997,171.424029,7.222623289,62.1,Green/Blue,light,Dullest
#2A2D28,98.64821493,6.502062912,18.4,Yellow/Green,Darkest,Dullest
#742957,323.271949,48.02281588,29.554117,Red/Purple,Dark,Medium
#22222F,242.1037937,15.59847529,14,Blue,Darkest,Dullest
#242832,221.0969729,15.75578401,16.4,Green/Blue,Darkest,Dullest
#292233,263.4812085,19.55260869,15,Blue,Darkest,Dullest
#57606C,213.5414437,10.73792113,40.7,Green/Blue,Dark,Dullest
#50596F,222.0606597,16.08342261,38,Green/Blue,Dark,Dullest
#891023,350.7133867,78.35396125,29.013283,Red/Purple,Dark,Bright
#6D3B26,17.72988173,47.98413505,30.957257,Red/Orange,Dark,Medium
#ECE0C4,41.63781828,51.30398695,89.536517,Orange,Lightest,Medium
#DBC39A,37.91804965,47.42319624,79.994515,Orange,light,Medium
#BA4351,352.764262,47.06433359,45.796096,Red/Purple,Mid-Value,Medium
#182929,179.5210271,25.76531838,15.478328,Green/Blue,Darkest,Dull
#6B6A34,59.46796928,34.07728763,44.095881,Orange/Yellow,Mid-Value,Dull
#3A3164,250.947171,34.25858541,23.799212,Blue,Dark,Dull
#D82627,359.5753285,70.16587422,47.350337,Red/Purple,Mid-Value,Bright
#1F5638,147.5367123,45.91785126,32.4,Green,Dark,Medium
#BA3A29,7.023110763,63.85995138,43.842711,Red,Mid-Value,Bright
#4E4037,23.55218656,16.94839503,28.6378,Red/Orange,Dark,Dullest
#7A2A2D,357.77063,48.81388267,29.6,Red/Purple,Dark,Medium
#834857,345.2532768,28.81910752,38.345118,Red/Purple,Dark,Dull
#AC2D47,347.4665674,58.50872617,39.996063,Red/Purple,Dark,Medium
#C6424A,356.5347202,53.83289871,47.700134,Red/Purple,Mid-Value,Medium
#C06B75,352.5666378,40.83593061,55.313429,Red/Purple,Mid-Value,Dull
#EBB5B3,2.045401859,58.81343964,78.577196,Red,light,Medium
#804937,15.04639942,40.05883528,37.434288,Red/Orange,Dark,Dull
#8A272F,355.2079822,55.80120811,32.123909,Red/Purple,Dark,Medium
#BD5958,0.522808233,43.31191868,50.444142,Red,Mid-Value,Medium
#BA7464,11.23374708,38.71393486,56.277705,Red,Mid-Value,Dull
#E0B692,27.91415997,55.93586948,77.02563,Red/Orange,light,Medium
#BA594D,6.393405327,44.55020662,49.777315,Red,Mid-Value,Medium
#E57344,17.39612277,75.75100929,61.116243,Red/Orange,light,Bright
#D6826D,11.9212109,56.40150682,62.879764,Red,light,Medium
#D79C7B,21.4648375,53.82449719,69.488918,Red/Orange,light,Medium
#DFCAAB,35.85214255,44.96020125,82.526589,Orange,Lightest,Medium
#A07238,33.39061727,48.2471854,51.713467,Orange,Mid-Value,Medium
#F2A234,34.67776454,88.58317543,73.113294,Orange,light,Brightest
#F9C230,43.57874406,95.01941532,81.505093,Orange,Lightest,Brightest
#DAB479,36.50944208,56.72761451,75.495567,Orange,light,Medium
#FFCC7D,36.52723868,100,85.472807,Orange,Lightest,Brightest
